year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2016,560000,35000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5,110.0,3000.0,34.55859252277725,4,13.235693848424024,Volkswagen
2011,220000,90000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,32.98774740810556,9,12.301387370778713,Maruti
2015,800000,140000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,5,13.592368256649284,Mahindra
2007,59259,104000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,8.5,2500.0,2.2253639124515656,13,10.989689821127556,Tata
2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,5,13.017005083966255,Hyundai
2015,750000,16000,Diesel,Individual,Manual,First Owner,18.06,2523,63.0,7,182.5,1500.0,28.667923342758403,5,13.527829818844937,Mahindra
2019,780000,7200,Petrol,Individual,Manual,First Owner,21.1,998,100.5,5,150.0,1700.0,26.704366949418787,1,13.567050480716235,Maruti
2011,320000,77000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0,37.70028275212064,9,12.676079399771027,Volkswagen
2017,690000,40000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0,34.8204000418892,3,13.444448325847754,Mahindra
2012,375000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.834683971615659,Maruti
2017,620000,50000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5,112.0,4000.0,46.915907424861246,3,13.3374763699232,Ford
2015,300000,85000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5,96.1,3000.0,30.191643103989946,5,12.611541086966115,Hyundai
2016,370000,58000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7,101.0,3000.0,31.731071316368205,4,12.821260987319457,Maruti
2013,770000,85000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,7,247.0,1800.0,46.55984919886899,7,13.554147092530322,Mahindra
2014,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,113.75,4000.0,47.6489684783747,6,13.122365377402328,Hyundai
2017,450000,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0,34.8204000418892,3,13.017005083966255,Mahindra
2013,195000,50000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,96.1,3000.0,30.191643103989946,7,12.180759965737863,Hyundai
2018,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,90.0,3500.0,32.98774740810556,2,13.064736383209516,Maruti
2014,250000,58000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0,32.98774740810556,6,12.429220196836383,Maruti
2011,165000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,150.0,1750.0,27.489789506754633,9,12.013706813470414,Chevrolet
2018,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248,88.7,5,190.0,1750.0,34.8204000418892,2,13.171155446333852,Tata
2003,145000,65000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,17,11.884495917930655,Maruti
2014,310000,90000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,160.0,2000.0,33.51136244632946,6,12.644330802262578,Ford
2008,250000,200000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1440.0,27.144203581526863,12,12.429220196836383,Mahindra
2014,330000,100000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,160.0,2000.0,33.51136244632946,6,12.706850963741102,Ford
2012,250000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,8,12.429220196836383,Ford
2017,650000,60000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,7,240.0,1600.0,40.21363493559535,3,13.384729180332174,Mahindra
2016,305000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,32.98774740810556,4,12.628070334272698,Maruti
2015,600000,50000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5,200.0,1750.0,36.653052675672846,5,13.304686600863562,Maruti
2015,280000,110000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,5,12.54254845357358,Maruti
2011,153000,50000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,140.0,1800.0,26.390197926484447,9,11.938199736300925,Tata
2018,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,2,13.45883704259595,Mahindra
2006,155000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,14,11.951186847493476,Maruti
2012,235000,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.367345048436391,Maruti
2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,11.002116507732017,Tata
2016,500000,15000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,49.70153942821238,4,13.122365377402328,Maruti
2009,155000,63000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,11,11.951186847493476,Maruti
2016,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,250.0,1500.0,39.271127866792334,4,13.42246945133505,Skoda
2014,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,7,200.0,1200.0,25.133521834747093,6,13.76421831620775,Toyota
2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7,360.0,1750.0,65.97549481621112,2,13.865253601333421,Mahindra
2016,591000,60000,Diesel,Dealer,Manual,First Owner,21.49,1498,108.5,5,250.0,1500.0,39.271127866792334,4,13.28957298843418,Volkswagen
2015,585000,72000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,5,13.279368835614243,Hyundai
2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,69.85024609906796,3,13.840204146163925,Honda
2014,450000,53190,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,6,13.017005083966255,Maruti
2014,484999,70100,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,6,13.091904169919621,Hyundai
2018,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,36.653052675672846,2,13.384729180332174,Honda
2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,6,12.983101310070822,Maruti
2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,9,12.180759965737863,Ford
2019,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,8,300.0,1750.0,54.979579013509266,1,13.815511557963774,Mahindra
2013,650000,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498,113.42,5,250.0,1500.0,39.271127866792334,7,13.384729180332174,Hyundai
2014,190000,74321,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,142.5,1750.0,26.1153000314169,6,12.154784614286667,Chevrolet
2013,409999,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,7,12.92391243868049,Maruti
2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,259.9,1900.0,51.71326840506859,4,13.864301674514206,Hyundai
2015,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,250.0,1500.0,39.271127866792334,5,13.386266457287837,Volkswagen
2010,355000,116000,Diesel,Individual,Manual,First Owner,18.7,1896,66.0,5,210.0,2000.0,39.271127866792334,10,12.779875885354993,Skoda
2015,600000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5,259.8,1900.0,51.69337103361609,5,13.304686600863562,Hyundai
2018,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.437175577097312,Maruti
2018,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.142166004700508,Maruti
2012,150000,82300,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,62.0,3000.0,19.478479421929,8,11.918397239722838,Maruti
2017,650000,82050,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,3,13.384729180332174,Maruti
2012,400000,74500,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,8,12.899222326086994,Toyota
2012,675000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.42246945133505,Mahindra
2018,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,91.0,4250.0,40.5016232066185,2,12.672949516558306,Renault
2019,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,110.0,4800.0,55.29374803644361,1,13.369225017834633,Honda
2017,650000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,3,13.384729180332174,Hyundai
2010,155000,70000,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,62.0,3000.0,19.478479421929,10,11.951186847493476,Maruti
2008,175000,120000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,12,12.07254696717504,Maruti
2014,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,6,12.971542813248437,Hyundai
2008,65000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,8.5,2500.0,2.2253639124515656,12,11.082157933374816,Tata
2009,150000,70000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,12.5,3500.0,4.581631584459106,11,11.918397239722838,Hyundai
2019,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,1,13.3374763699232,Hyundai
2011,275000,165000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,113.0,4500.0,53.251649387370406,9,12.524530013005734,Maruti
2013,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10,171.0,1800.0,32.23374175306315,7,13.025854679664231,Chevrolet
2017,600000,30000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,1600.0,40.21363493559535,3,13.304686600863562,Mahindra
2011,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,1500.0,39.271127866792334,9,12.899222326086994,Volkswagen
2007,180000,187000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,16.0,2000.0,3.351136244632946,13,12.100717685412471,Mahindra
2016,750000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.527829818844937,Maruti
2016,500000,40000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,49.70153942821238,4,13.122365377402328,Maruti
2015,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,200.0,1750.0,36.653052675672846,5,13.815511557963774,Honda
2017,740000,24400,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,39.794742905016236,3,13.51440681653079,Maruti
2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,250.0,1500.0,39.271127866792334,2,14.070153551531353,Volkswagen
2017,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461,83.8,8,200.0,1900.0,39.794742905016236,3,13.451668563394815,Renault
2018,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5,117.0,4000.0,49.01036757775683,2,13.500801182986649,Hyundai
2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7,500.0,2000.0,104.72300764477956,4,14.07402202531625,Chevrolet
2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999,161.0,7,333.0,1600.0,55.79641847313855,4,13.963931425151141,Isuzu
2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950,194.0,5,400.0,2800.0,117.2897685621531,3,15.009433329466965,Mercedes-Benz
2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.983101310070822,Maruti
2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,5,400.0,1400.0,58.64488428107655,2,15.341567078850604,Mercedes-Benz
2015,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0,51.71326840506859,5,13.652992804936396,Hyundai
2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,1750.0,73.30610535134569,1,15.573368647930426,BMW
2014,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,6,13.161586013632684,Honda
2018,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,218.0,1400.0,31.961461933186722,2,13.384729180332174,Mahindra
2011,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,9,12.971542813248437,Maruti
2013,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,219.7,1500.0,34.5114671693371,7,12.793862088206213,Hyundai
2016,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,4,13.581054510971494,Maruti
2015,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,1400.0,29.322442140538275,5,13.76421831620775,Toyota
2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,1,13.444448325847754,Maruti
2012,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.82396003700373,Maruti
2008,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,5,13.0,2500.0,3.4034977484553357,12,10.714439990727769,Tata
2006,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,16.3,2000.0,3.4139700492198135,14,10.915106645867503,Ford
2011,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,1500.0,39.271127866792334,9,12.388398368982115,Volkswagen
2014,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,39.794742905016236,6,13.112315061750808,Maruti
2005,170000,50000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,12.04355959836804,Maruti
2015,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,55.29374803644361,5,13.416525906265674,Honda
2010,352000,72179,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,10,12.77138929548529,Maruti
2016,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,36.653052675672846,4,13.596109992928898,Honda
2015,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,5,13.112315061750808,Maruti
2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,2,13.208542908506082,Maruti
2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,2,13.560619598657233,Maruti
2017,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,36.653052675672846,3,13.73755009757506,Honda
2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.579789490265188,Maruti
2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0,49.70153942821238,3,13.3374763699232,Maruti
2016,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,5,125.0,2000.0,26.18075191119489,4,12.834683971615659,Maruti
2016,595000,77321,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,4,13.296318365198623,Maruti
2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,400.0,1750.0,73.30610535134569,4,14.711598990684092,Audi
2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,6,13.652992804936396,Mahindra
2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.560619598657233,Maruti
2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,12,12.468440756144114,Maruti
2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,4,14.077875591662238,Mahindra
2017,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,3,12.847929163278053,Maruti
2017,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,47.6489684783747,3,13.081543466215237,Hyundai
2014,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,135.3,5000.0,70.84511467169337,6,13.122365377402328,Hyundai
2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,113.0,4200.0,49.70153942821238,5,12.948012371209098,Maruti
2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,9,11.775297421715827,Ford
2012,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,11.608244735642321,Maruti
2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,13,11.695255355062795,Maruti
2017,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,3,13.45883704259595,Maruti
2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,39.794742905016236,2,13.217675375388819,Maruti
2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,135.0,2500.0,35.3440150801131,6,12.154784614286667,Tata
2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,1800.0,32.045240339302545,2,13.407543823396258,Toyota
2014,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7,218.0,1400.0,31.961461933186722,6,13.005831808336863,Mahindra
2012,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5,219.6,1500.0,34.49575871819039,8,12.73670383776449,Hyundai
2012,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,1750.0,36.653052675672846,8,12.506180941677357,Tata
2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,1600.0,55.29374803644361,5,13.85952744338105,Mahindra
2009,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,11,12.53897064502647,Maruti
2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,21.4,1900.0,4.258037490836736,13,12.429220196836383,Skoda
2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,154.9,4200.0,68.13069431354069,8,13.07107218827772,Hyundai
2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,360.0,2000.0,75.40056550424129,4,13.527829818844937,Chevrolet
2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0,36.653052675672846,7,13.005831808336863,Honda
2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,25.5,1900.0,5.073829720389569,10,12.899222326086994,Volkswagen
2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.66895999999997,1750.0,40.257689810451346,10,12.765691290604371,Hyundai
2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,250.0,1500.0,39.271127866792334,8,12.59473402514672,Skoda
2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.304686600863562,Maruti
2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,343.0,1400.0,50.287988271023146,2,14.316286451937186,Toyota
2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,8,11.51293546492023,Maruti
2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,48.04691590742486,2,13.47302165746721,Hyundai
2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,94.14,3500.0,34.50518378887842,2,12.765691290604371,Hyundai
2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,32.98774740810556,8,12.301387370778713,Maruti
2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,96.0,3500.0,35.186930568645934,1,13.45883704259595,Renault
2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,7,12.19602736016897,Hyundai
2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.66895999999997,1750.0,40.257689810451346,9,12.765691290604371,Hyundai
2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,140.0,1800.0,26.390197926484447,9,12.25486757159303,Tata
2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,140.0,1800.0,26.390197926484447,9,12.25486757159303,Tata
2003,70000,120000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,17,11.156264806643742,Hyundai
2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,190.0,2000.0,39.794742905016236,6,12.834683971615659,Maruti
2012,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,114.0,4000.0,47.75369148601948,8,12.847929163278053,Maruti
2010,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,146.0,4800.0,73.38988375746152,10,12.793862088206213,Honda
2015,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,5,13.758940206475879,Mahindra
2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,171.0,1800.0,32.23374175306315,4,13.3374763699232,Chevrolet
2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,170.0,1800.0,32.045240339302545,2,13.567050480716235,Toyota
2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,49.70153942821238,0,13.005831808336863,Maruti
2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,113.75,4000.0,47.6489684783747,2,13.26212705890841,Hyundai
2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,36.653052675672846,2,13.790193775620484,Maruti
2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,114.0,3500.0,41.78448005026704,1,13.017005083966255,Tata
2009,198000,91000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,11,12.19602736016897,Maruti
2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,3,13.112315061750808,Ford
2013,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,200.0,1400.0,29.322442140538275,7,13.629182184591333,Toyota
2012,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.592368256649284,Mahindra
2010,300000,70000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,10,12.611541086966115,Maruti
2013,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0,39.794742905016236,7,12.611541086966115,Maruti
2017,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,109.0,4500.0,51.36663524976437,3,13.081543466215237,Honda
2017,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7,200.0,1750.0,36.653052675672846,3,13.76421831620775,Honda
2017,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,145.0,4600.0,69.85024609906796,3,13.641158361294979,Honda
2017,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,259.9,1900.0,51.71326840506859,3,13.592368256649284,Hyundai
2017,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,250.0,1500.0,39.271127866792334,3,13.527829818844937,Volkswagen
2017,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,31.20745627814431,3,12.449018824140563,Hyundai
2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5,300.0,1600.0,50.267043669494186,4,14.435549804627051,Mercedes-Benz
2017,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,250.0,1500.0,39.271127866792334,3,13.39239204133378,Volkswagen
2011,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,9,12.25486757159303,Ford
2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,1,13.051943059028227,Hyundai
2018,624000,14681,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,2,13.343907249914384,Ford
2015,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,5,13.270785106659046,Ford
2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,46.65409990574929,1,12.971542813248437,Hyundai
2012,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,140.0,1800.0,26.390197926484447,8,11.951186847493476,Tata
2017,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0,40.5016232066185,3,12.388398368982115,Datsun
2016,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,5,132.0,3000.0,41.470311027332706,4,13.199326270390594,Toyota
2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,135.0,2500.0,35.3440150801131,7,12.429220196836383,Tata
2012,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,140.0,1800.0,26.390197926484447,8,12.468440756144114,Tata
2014,550000,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5,170.0,1400.0,24.924075819457535,6,13.217675375388819,Ford
2017,550000,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0,39.40203162634831,3,13.217675375388819,Ford
